id;nom;nom_de_famille;prenom;sexe;date_naissance;num_deptmt;parti_ratt_financier;profession;place_en_hemicycle;nb_mandats;nb_mois;semaines_presence;semaines_presence_moyenne_mensuelle;commission_presences;commission_presences_moyenne_mensuelle;commission_interventions;commission_interventions_moyenne_mensuelle;hemicycle_interventions;hemicycle_interventions_moyenne_mensuelle;hemicycle_interventions_courtes;hemicycle_interventions_courtes_moyenne_mensuelle;amendements_proposes;amendements_proposes_moyenne_mensuelle;amendements_signes;amendements_signes_moyenne_mensuelle;amendements_adoptes;amendements_adoptes_moyenne_mensuelle;rapports;rapports_moyenne_mensuelle;propositions_ecrites;propositions_ecrites_moyenne_mensuelle;propositions_signees;propositions_signees_moyenne_mensuelle;questions_ecrites;questions_ecrites_moyenne_mensuelle;questions_orales;questions_orales_moyenne_mensuelle
209;Claude Greff;Greff;Claude;F;1954-06-02;37;Les Républicains;Infirmière;16;2;47;143;3.04;110;2.34;49;1.04;280;5.96;1130;24.04;227;4.83;2597;55.26;87;1.85;0;0;3;0.06;91;1.94;12;0.26;11;0.23
536;Estelle Grelier;Grelier;Estelle;F;1973-06-22;76;Parti socialiste;Autre profession;457;4;37;126;3.41;212;5.73;269;7.27;278;7.51;161;4.35;531;14.35;1256;33.95;335;9.05;13;0.35;1;0.03;52;1.41;35;0.95;5;0.14
316;Jean Grellier;Grellier;Jean;H;1947-05-17;79;Parti socialiste;Retraité du secteur privé;262;1;47;173;3.68;507;10.79;199;4.23;53;1.13;13;0.28;56;1.19;942;20.04;383;8.15;4;0.09;0;0;75;1.6;115;2.45;12;0.26
522;Anne Grommerch;Grommerch;Anne;F;1970-12-11;57;Les Républicains;Directrice des ventes;91;2;38;79;2.08;99;2.61;40;1.05;112;2.95;109;2.87;149;3.92;2500;65.79;80;2.11;2;0.05;5;0.13;126;3.32;135;3.55;15;0.39
181;Arlette Grosskost;Grosskost;Arlette;F;1953-07-19;68;Les Républicains;Avocate;76;2;47;133;2.83;208;4.43;96;2.04;171;3.64;179;3.81;204;4.34;5520;117.45;186;3.96;1;0.02;2;0.04;405;8.62;137;2.91;20;0.43
286;Serge Grouard;Grouard;Serge;H;1959-03-19;45;Les Républicains;Administrateur civil;166;2;47;102;2.17;162;3.45;147;3.13;153;3.26;203;4.32;83;1.77;1874;39.87;58;1.23;2;0.04;0;0;18;0.38;21;0.45;2;0.04
518;Henri Guaino;Guaino;Henri;H;1957-03-11;78;Les Républicains;Grands corps de l'État;156;1;47;124;2.64;143;3.04;15;0.32;159;3.38;37;0.79;65;1.38;1220;25.96;43;0.91;0;0;1;0.02;42;0.89;0;0;5;0.11
602;Jérôme Guedj;Guedj;Jérôme;H;1972-01-23;91;Parti socialiste;Inspecteur général des Affaires sociales;609;2;17;55;3.24;77;4.53;178;10.47;205;12.06;247;14.53;24;1.41;299;17.59;114;6.71;1;0.06;0;0;6;0.35;46;2.71;0;0
27;Françoise Guégot;Guégot;Françoise;F;1962-08-11;76;Les Républicains;Maître de conférences associée;91;2;47;104;2.21;111;2.36;22;0.47;85;1.81;27;0.57;47;1;2405;51.17;80;1.7;0;0;1;0.02;53;1.13;28;0.6;7;0.15
521;Edith Gueugneau;Gueugneau;Edith;F;1953-06-07;71;Parti socialiste;Salariée du secteur médical;649;2;47;130;2.77;259;5.51;142;3.02;56;1.19;12;0.26;19;0.4;1242;26.43;288;6.13;1;0.02;0;0;70;1.49;178;3.79;6;0.13
207;Jean-Claude Guibal;Guibal;Jean-Claude;H;1941-01-13;6;Les Républicains;Ancien dirigeant d'organisations professionnelles;187;2;47;135;2.87;219;4.66;120;2.55;7;0.15;5;0.11;2;0.04;2369;50.4;79;1.68;3;0.06;3;0.06;390;8.3;121;2.57;3;0.06
242;Élisabeth Guigou;Guigou;Élisabeth;F;1946-08-06;93;Parti socialiste;Administrateur civil du ministère des finances;417;2;47;172;3.66;382;8.13;1355;28.83;254;5.4;105;2.23;4;0.09;40;0.85;20;0.43;8;0.17;2;0.04;59;1.26;24;0.51;15;0.32
585;Thérèse Guilbert;Guilbert;Thérèse;F;1943-02-18;62;Parti socialiste;Retraitée de l'Éducation nationale;621;3;21;58;2.76;80;3.81;3;0.14;3;0.14;0;0;1;0.05;19;0.9;4;0.19;0;0;0;0;28;1.33;61;2.9;3;0.14
139;Jean-Jacques Guillet;Guillet;Jean-Jacques;H;1946-10-16;92;Les Républicains;Chef d'entreprise retraité;180;2;47;119;2.53;144;3.06;48;1.02;49;1.04;34;0.72;146;3.11;3197;68.02;80;1.7;5;0.11;9;0.19;172;3.66;211;4.49;3;0.06
223;Christophe Guilloteau;Guilloteau;Christophe;H;1958-06-18;69;Les Républicains;Ancien assistant parlementaire;145;2;47;127;2.7;242;5.15;250;5.32;117;2.49;75;1.6;66;1.4;2549;54.23;77;1.64;5;0.11;1;0.02;86;1.83;171;3.64;4;0.09
435;Chantal Guittet;Guittet;Chantal;F;1955-03-12;29;Parti socialiste;Retraitée de l'enseignement;360;2;47;166;3.53;403;8.57;330;7.02;343;7.3;372;7.91;505;10.74;2613;55.6;674;14.34;16;0.34;0;0;82;1.74;106;2.26;11;0.23
318;David Habib;Habib;David;H;1961-03-16;64;Parti socialiste;Cadre;366;2;47;117;2.49;88;1.87;14;0.3;2654;56.47;12003;255.38;17;0.36;276;5.87;111;2.36;3;0.06;0;0;74;1.57;117;2.49;8;0.17
608;Meyer Habib;Habib;Meyer;H;1961-04-28;999;Union des Radicaux, Centristes, Indépendants et Démocrates;Ingénieur;306;1;38;85;2.24;109;2.87;135;3.55;218;5.74;133;3.5;34;0.89;2912;76.63;133;3.5;1;0.03;3;0.08;52;1.37;40;1.05;18;0.47
373;Razzy Hammadi;Hammadi;Razzy;H;1979-02-22;93;Parti socialiste;Profession libérale;386;1;47;156;3.32;295;6.28;785;16.7;1032;21.96;1202;25.57;1383;29.43;2546;54.17;1309;27.85;17;0.36;2;0.04;66;1.4;38;0.81;12;0.26
567;Benoît Hamon;Hamon;Benoît;H;1967-06-26;78;Parti socialiste;Directeur de société;549;3;26;67;2.58;91;3.5;40;1.54;73;2.81;50;1.92;60;2.31;341;13.12;35;1.35;1;0.04;1;0.04;51;1.96;0;0;0;0
462;Mathieu Hanotin;Hanotin;Mathieu;H;1978-08-22;93;Parti socialiste;Cadre A de la fonction publique territoriale;452;2;47;107;2.28;109;2.32;107;2.28;150;3.19;43;0.91;135;2.87;1023;21.77;244;5.19;1;0.02;0;0;51;1.09;39;0.83;3;0.06
304;Michel Heinrich;Heinrich;Michel;H;1946-02-15;88;Les Républicains;Pharmacien retraité;139;2;47;149;3.17;315;6.7;284;6.04;90;1.91;28;0.6;407;8.66;3332;70.89;103;2.19;1;0.02;9;0.19;305;6.49;100;2.13;10;0.21
90;Michel Herbillon;Herbillon;Michel;H;1951-03-06;94;Les Républicains;Cadre supérieur;185;2;47;132;2.81;190;4.04;244;5.19;107;2.28;401;8.53;11;0.23;2796;59.49;95;2.02;12;0.26;0;0;295;6.28;35;0.74;7;0.15
211;Antoine Herth;Herth;Antoine;H;1963-02-14;67;Les Républicains;Agriculteur;163;2;47;139;2.96;213;4.53;473;10.06;507;10.79;429;9.13;718;15.28;3660;77.87;161;3.43;3;0.06;2;0.04;108;2.3;109;2.32;8;0.17
555;Patrick Hetzel;Hetzel;Patrick;H;1964-07-02;67;Les Républicains;Professeur des Universités;72;1;47;179;3.81;333;7.09;766;16.3;1687;35.89;1947;41.43;1774;37.74;11787;250.79;354;7.53;5;0.11;9;0.19;489;10.4;642;13.66;30;0.64
19;Francis Hillmeyer;Hillmeyer;Francis;H;1946-09-09;68;Association PSLE - Nouveau centre;Journaliste reporter-photographe;234;2;47;114;2.43;190;4.04;87;1.85;86;1.83;6;0.13;22;0.47;3588;76.34;154;3.28;1;0.02;2;0.04;84;1.79;160;3.4;23;0.49
616;Gilda Hobert;Hobert;Gilda;F;1948-12-02;69;Parti radical de gauche;0;279;3;29;81;2.79;122;4.21;139;4.79;124;4.28;38;1.31;175;6.03;2558;88.21;341;11.76;1;0.03;1;0.03;20;0.69;22;0.76;12;0.41
580;Danièle Hoffman-Rispal;Hoffman-Rispal;Danièle;F;1951-06-22;75;Parti socialiste;Comptable;329;2;17;49;2.88;82;4.82;25;1.47;54;3.18;36;2.12;1;0.06;68;4;40;2.35;1;0.06;0;0;27;1.59;0;0;3;0.18
91;Philippe Houillon;Houillon;Philippe;H;1951-12-15;95;Les Républicains;Avocat, ancien Bâtonnier de l'Ordre;184;2;47;161;3.43;265;5.64;298;6.34;161;3.43;152;3.23;257;5.47;2306;49.06;86;1.83;1;0.02;3;0.06;73;1.55;19;0.4;4;0.09
148;Guénhaël Huet;Huet;Guénhaël;H;1956-07-30;50;Les Républicains;Fonctionnaire;228;2;47;138;2.94;171;3.64;131;2.79;200;4.26;97;2.06;674;14.34;3357;71.43;88;1.87;3;0.06;7;0.15;106;2.26;180;3.83;26;0.55
502;Joëlle Huillier;Huillier;Joëlle;F;1948-10-06;38;Parti socialiste;Retraitée du secteur privé;554;2;47;146;3.11;269;5.72;329;7;198;4.21;173;3.68;222;4.72;1377;29.3;646;13.74;9;0.19;0;0;76;1.62;171;3.64;12;0.26
4;Sandrine Hurel;Hurel;Sandrine;F;1968-08-07;76;Parti socialiste;Secrétaire de direction;460;2;31;74;2.39;120;3.87;23;0.74;10;0.32;7;0.23;16;0.52;776;25.03;313;10.1;0;0;0;0;28;0.9;39;1.26;3;0.1
262;Christian Hutin;Hutin;Christian;H;1961-01-18;59;Parti socialiste;Médecin généraliste;496;2;47;113;2.4;138;2.94;104;2.21;169;3.6;169;3.6;33;0.7;1414;30.09;393;8.36;1;0.02;2;0.04;57;1.21;56;1.19;20;0.43
325;Sébastien Huyghe;Huyghe;Sébastien;H;1969-10-25;59;Les Républicains;Notaire;130;2;47;122;2.6;133;2.83;71;1.51;188;4;121;2.57;193;4.11;2801;59.6;90;1.91;2;0.04;3;0.06;80;1.7;96;2.04;13;0.28
57;Monique Iborra;Iborra;Monique;F;1945-03-08;31;Non rattaché;Retraitée de la Fonction publique;370;2;47;129;2.74;206;4.38;153;3.26;148;3.15;83;1.77;51;1.09;818;17.4;405;8.62;3;0.06;0;0;62;1.32;9;0.19;10;0.21
55;Françoise Imbert;Imbert;Françoise;F;1947-09-16;31;Parti socialiste;Ancienne chef de cabinet du maire de Colomiers;532;1;47;103;2.19;172;3.66;47;1;30;0.64;7;0.15;0;0;747;15.89;209;4.45;5;0.11;0;0;82;1.74;91;1.94;8;0.17
327;Michel Issindou;Issindou;Michel;H;1952-07-12;38;Parti socialiste;Cadre de la fonction publique;368;2;47;143;3.04;237;5.04;433;9.21;671;14.28;1021;21.72;290;6.17;830;17.66;564;12;27;0.57;0;0;74;1.57;88;1.87;6;0.13
314;Christian Jacob;Jacob;Christian;H;1959-12-04;77;Les Républicains;Agriculteur;99;2;47;172;3.66;4;0.09;5;0.11;1393;29.64;2142;45.57;207;4.4;2149;45.72;67;1.43;0;0;11;0.23;32;0.68;30;0.64;34;0.72
39;Denis Jacquat;Jacquat;Denis;H;1944-05-29;57;Les Républicains;Médecin O.R.L. retraité;135;2;47;133;2.83;290;6.17;491;10.45;561;11.94;621;13.21;27;0.57;3369;71.68;123;2.62;15;0.32;16;0.34;184;3.91;768;16.34;7;0.15
299;Éric Jalton;Jalton;Éric;H;1961-09-16;971;Parti communiste guadeloupéen;Dentiste;393;2;47;6;0.13;5;0.11;1;0.02;2;0.04;17;0.36;2;0.04;1030;21.91;184;3.91;0;0;0;0;68;1.45;126;2.68;0;0
162;Serge Janquin;Janquin;Serge;H;1943-08-05;62;Parti socialiste;Professeur certifié de sciences économiques et sociales, enseignement secondaire;512;2;47;113;2.4;172;3.66;71;1.51;83;1.77;61;1.3;11;0.23;94;2;10;0.21;2;0.04;0;0;69;1.47;45;0.96;6;0.13
230;Yves Jégo;Jégo;Yves;H;1961-04-17;77;Union des Radicaux, Centristes, Indépendants et Démocrates;Avocat;209;2;47;98;2.09;87;1.85;67;1.43;242;5.15;112;2.38;75;1.6;3513;74.74;135;2.87;1;0.02;10;0.21;35;0.74;197;4.19;19;0.4
146;Henri Jibrayel;Jibrayel;Henri;H;1951-09-18;13;Parti socialiste;Retraité des entreprises publiques;437;2;47;124;2.64;202;4.3;86;1.83;35;0.74;174;3.7;13;0.28;310;6.6;97;2.06;2;0.04;0;0;56;1.19;216;4.6;7;0.15
636;Romain Joron;Joron;Romain;H;1968-09-13;80;Parti socialiste;Personnel de direction;650;1;11;12;1.09;12;1.09;0;0;2;0.18;0;0;7;0.64;181;16.45;34;3.09;0;0;0;0;19;1.73;18;1.64;1;0.09
297;Régis Juanico;Juanico;Régis;H;1972-02-05;42;Parti socialiste;Fonctionnaire territorial;342;2;47;185;3.94;537;11.43;415;8.83;212;4.51;373;7.94;151;3.21;1778;37.83;383;8.15;13;0.28;0;0;81;1.72;96;2.04;8;0.17
18;Armand Jung;Jung;Armand;H;1950-12-13;67;Parti socialiste;Fonctionnaire territorial;383;1;36;59;1.64;60;1.67;14;0.39;29;0.81;33;0.92;0;0;166;4.61;54;1.5;1;0.03;2;0.06;49;1.36;108;3;5;0.14
357;Laurent Kalinowski;Kalinowski;Laurent;H;1955-06-28;57;Parti socialiste;Retraité de l'enseignement;553;2;47;120;2.55;200;4.26;21;0.45;7;0.15;3;0.06;7;0.15;832;17.7;181;3.85;1;0.02;0;0;61;1.3;17;0.36;4;0.09
290;Marietta Karamanli;Karamanli;Marietta;F;1964-12-18;72;Parti socialiste;Professeur du secondaire;334;2;47;156;3.32;346;7.36;385;8.19;160;3.4;32;0.68;82;1.74;347;7.38;132;2.81;36;0.77;17;0.36;95;2.02;378;8.04;12;0.26
515;Philippe Kemel;Kemel;Philippe;H;1948-06-28;62;Parti socialiste;Professeur IUT de Lille 3 - Expert-comptable;265;2;47;147;3.13;226;4.81;188;4;66;1.4;19;0.4;126;2.68;687;14.62;176;3.74;6;0.13;0;0;52;1.11;189;4.02;8;0.17
206;Christian Kert;Kert;Christian;H;1946-07-25;13;Les Républicains;Cadre administratif;86;1;47;162;3.45;261;5.55;149;3.17;254;5.4;65;1.38;175;3.72;2294;48.81;88;1.87;3;0.06;1;0.02;72;1.53;118;2.51;14;0.3
524;Chaynesse Khirouni;Khirouni;Chaynesse;F;1968-03-17;54;Parti socialiste;Responsable de formation;566;2;47;158;3.36;277;5.89;174;3.7;239;5.09;101;2.15;120;2.55;1705;36.28;576;12.26;4;0.09;0;0;85;1.81;135;2.87;9;0.19
335;Nathalie Kosciusko-Morizet;Kosciusko-Morizet;Nathalie;F;1973-05-14;91;Les Républicains;Ingénieur;101;2;47;129;2.74;136;2.89;86;1.83;334;7.11;68;1.45;257;5.47;2357;50.15;86;1.83;1;0.02;2;0.04;52;1.11;29;0.62;12;0.26
145;Jacques Kossowski;Kossowski;Jacques;H;1940-10-11;92;Les Républicains;Dirigeant d'entreprise;15;2;47;134;2.85;182;3.87;129;2.74;45;0.96;11;0.23;65;1.38;2599;55.3;75;1.6;0;0;0;0;90;1.91;85;1.81;6;0.13
574;Jacques Krabal;Krabal;Jacques;H;1948-04-10;2;Parti radical de gauche;Retraité de l'enseignement;287;2;47;161;3.43;228;4.85;209;4.45;565;12.02;250;5.32;461;9.81;3646;77.57;461;9.81;7;0.15;1;0.02;36;0.77;81;1.72;40;0.85
550;Laure de La Raudière;La Raudière (de);Laure;F;1965-02-12;28;Les Républicains;Chef d'entreprise;132;3;47;155;3.3;272;5.79;661;14.06;442;9.4;713;15.17;741;15.77;3943;83.89;162;3.45;3;0.06;10;0.21;228;4.85;228;4.85;17;0.36
484;Charles de La Verpillière;La Verpillière (de);Charles;H;1954-05-31;1;Les Républicains;Conseiller d'Etat;40;2;47;148;3.15;217;4.62;131;2.79;222;4.72;283;6.02;123;2.62;2791;59.38;89;1.89;10;0.21;8;0.17;157;3.34;146;3.11;21;0.45
147;Patrick Labaune;Labaune;Patrick;H;1951-06-13;26;Les Républicains;Retraité de l'enseignement;217;2;47;88;1.87;100;2.13;4;0.09;0;0;10;0.21;5;0.11;1833;39;59;1.26;0;0;0;0;77;1.64;49;1.04;0;0
532;Bernadette Laclais;Laclais;Bernadette;F;1967-03-10;73;Parti socialiste;Cadre supérieur du secteur privé;400;2;47;148;3.15;314;6.68;575;12.23;717;15.26;262;5.57;742;15.79;2484;52.85;984;20.94;9;0.19;0;0;62;1.32;63;1.34;14;0.3
433;Valérie Lacroute;Lacroute;Valérie;F;1965-10-29;77;Les Républicains;Profession libérale;238;2;47;145;3.09;212;4.51;106;2.26;168;3.57;37;0.79;122;2.6;3927;83.55;108;2.3;0;0;2;0.04;320;6.81;240;5.11;25;0.53
198;Conchita Lacuey;Lacuey;Conchita;F;1943-09-30;33;Parti socialiste;Cadre comptable;531;2;47;111;2.36;165;3.51;53;1.13;14;0.3;2;0.04;0;0;1043;22.19;419;8.91;0;0;0;0;73;1.55;194;4.13;4;0.09
5;Marc Laffineur;Laffineur;Marc;H;1945-08-10;49;Les Républicains;Médecin anesthésiste-réanimateur;183;2;47;120;2.55;167;3.55;81;1.72;111;2.36;32;0.68;133;2.83;2020;42.98;69;1.47;10;0.21;3;0.06;55;1.17;49;1.04;8;0.17
157;Jean-Christophe Lagarde;Lagarde;Jean-Christophe;H;1967-10-24;93;Union des Radicaux, Centristes, Indépendants et Démocrates;Attaché de direction;212;2;47;100;2.13;81;1.72;121;2.57;616;13.11;477;10.15;302;6.43;4192;89.19;186;3.96;3;0.06;23;0.49;87;1.85;137;2.91;21;0.45
351;Sonia Lagarde;Lagarde;Sonia;F;1948-08-29;988;Union des Radicaux, Centristes, Indépendants et Démocrates;Commercante;221;2;47;49;1.04;33;0.7;17;0.36;132;2.81;13;0.28;35;0.74;3222;68.55;156;3.32;2;0.04;3;0.06;19;0.4;1;0.02;18;0.38
21;Jérôme Lambert;Lambert;Jérôme;H;1957-06-07;16;Parti socialiste;Cadre de l'industrie;300;1;47;133;2.83;292;6.21;196;4.17;73;1.55;24;0.51;34;0.72;2685;57.13;392;8.34;10;0.21;0;0;25;0.53;116;2.47;4;0.09
398;François-Michel Lambert;Lambert;François-Michel;H;1966-08-24;13;Parti socialiste;Profession libérale;282;2;47;146;3.11;215;4.57;322;6.85;547;11.64;255;5.43;596;12.68;6453;137.3;810;17.23;4;0.09;1;0.02;64;1.36;128;2.72;21;0.45
315;Jacques Lamblin;Lamblin;Jacques;H;1952-08-29;54;Les Républicains;Vétérinaire;31;2;47;133;2.83;187;3.98;183;3.89;434;9.23;216;4.6;268;5.7;2250;47.87;76;1.62;1;0.02;7;0.15;269;5.72;94;2;17;0.36
1;Jean-François Lamour;Lamour;Jean-François;H;1956-02-02;75;Les Républicains;Kinésithérapeute;80;2;47;159;3.38;317;6.74;267;5.68;425;9.04;786;16.72;171;3.64;2394;50.94;78;1.66;4;0.09;1;0.02;44;0.94;41;0.87;9;0.19
312;François Lamy;Lamy;François;H;1959-10-31;91;Parti socialiste;Instituteur;451;2;30;40;1.33;68;2.27;76;2.53;5;0.17;3;0.1;0;0;157;5.23;13;0.43;2;0.07;0;0;48;1.6;35;1.17;1;0.03
615;Anne-Christine Lang;Lang;Anne-Christine;F;1961-08-10;75;Parti socialiste;Cadre territorial;619;2;29;68;2.34;96;3.31;25;0.86;39;1.34;16;0.55;27;0.93;453;15.62;156;5.38;1;0.03;0;0;47;1.62;2;0.07;5;0.17
234;Colette Langlade;Langlade;Colette;F;1956-06-20;24;Parti socialiste;Professeur;261;2;47;134;2.85;200;4.26;138;2.94;100;2.13;64;1.36;19;0.4;385;8.19;140;2.98;2;0.04;0;0;65;1.38;55;1.17;11;0.23
512;Guillaume Larrivé;Larrivé;Guillaume;H;1977-01-24;89;Les Républicains;Maître des Requêtes au Conseil d'État;45;2;47;166;3.53;294;6.26;378;8.04;1331;28.32;653;13.89;682;14.51;3456;73.53;157;3.34;9;0.19;26;0.55;160;3.4;734;15.62;19;0.4
254;Jean Lassalle;Lassalle;Jean;H;1955-05-03;64;Non rattaché;Technicien agricole;323;2;47;120;2.55;81;1.72;23;0.49;423;9;607;12.91;53;1.13;241;5.13;8;0.17;0;0;2;0.04;28;0.6;135;2.87;7;0.15
212;Jean Launay;Launay;Jean;H;1952-07-24;46;Parti socialiste;Inspecteur du Trésor;419;3;47;151;3.21;336;7.15;302;6.43;211;4.49;349;7.43;157;3.34;677;14.4;219;4.66;9;0.19;1;0.02;85;1.81;79;1.68;6;0.13
535;Jean-Luc Laurent;Laurent;Jean-Luc;H;1957-06-23;94;Parti socialiste;Sans profession declaree;495;2;47;180;3.83;441;9.38;269;5.72;782;16.64;1636;34.81;620;13.19;1805;38.4;385;8.19;1;0.02;4;0.09;67;1.43;48;1.02;29;0.62
25;Thierry Lazaro;Lazaro;Thierry;H;1960-09-27;59;Les Républicains;Chargé de communication;89;2;47;72;1.53;96;2.04;36;0.77;52;1.11;17;0.36;149;3.17;5486;116.72;166;3.53;0;0;10;0.21;211;4.49;4040;85.96;8;0.17
386;Pierre-Yves Le Borgn';Le Borgn';Pierre-Yves;H;1964-11-04;999;Parti socialiste;Cadre supérieur du secteur privé;377;1;47;130;2.77;204;4.34;90;1.91;128;2.72;76;1.62;24;0.51;437;9.3;113;2.4;13;0.28;0;0;60;1.28;78;1.66;10;0.21
202;Jean-Yves Le Bouillonnec;Le Bouillonnec;Jean-Yves;H;1950-09-15;94;Parti socialiste;Avocat;373;2;47;168;3.57;331;7.04;511;10.87;799;17;1049;22.32;187;3.98;929;19.77;661;14.06;16;0.34;0;0;50;1.06;12;0.26;7;0.15
86;Gilbert Le Bris;Le Bris;Gilbert;H;1949-03-03;29;Parti socialiste;Commerçant;510;1;47;114;2.43;190;4.04;127;2.7;48;1.02;60;1.28;23;0.49;114;2.43;24;0.51;9;0.19;0;0;59;1.26;61;1.3;3;0.06
466;Isabelle Le Callennec;Le Callennec;Isabelle;F;1966-10-14;35;Les Républicains;Cadre supérieur du secteur privé;148;2;47;163;3.47;316;6.72;738;15.7;1499;31.89;1404;29.87;352;7.49;3740;79.57;112;2.38;1;0.02;2;0.04;189;4.02;2011;42.79;36;0.77
487;Anne-Yvonne Le Dain;Le Dain;Anne-Yvonne;F;1955-09-01;34;Parti socialiste;Cadre supérieur du secteur privé;462;2;47;163;3.47;333;7.09;372;7.91;475;10.11;197;4.19;474;10.09;1564;33.28;305;6.49;18;0.38;0;0;64;1.36;9;0.19;7;0.15
289;Jean-Yves Le Déaut;Le Déaut;Jean-Yves;H;1945-02-01;54;Parti socialiste;Retraité enseignant d'Université;463;2;47;120;2.55;214;4.55;777;16.53;191;4.06;97;2.06;197;4.19;499;10.62;64;1.36;29;0.62;4;0.09;55;1.17;119;2.53;3;0.06
475;Viviane Le Dissez;Le Dissez;Viviane;F;1959-03-22;22;Parti socialiste;Retraitée de la fonction publique;643;2;47;146;3.11;284;6.04;176;3.74;101;2.15;35;0.74;267;5.68;1597;33.98;575;12.23;2;0.04;0;0;82;1.74;50;1.06;7;0.15
12;Marc Le Fur;Le Fur;Marc;H;1956-11-28;22;Les Républicains;Sous-préfet;96;2;47;171;3.64;173;3.68;421;8.96;7570;161.06;27068;575.91;3045;64.79;7249;154.23;166;3.53;5;0.11;58;1.23;398;8.47;1907;40.57;22;0.47
46;Jean-Marie Le Guen;Le Guen;Jean-Marie;H;1953-01-03;75;Parti socialiste;Médecin;256;4;18;47;2.61;41;2.28;8;0.44;59;3.28;96;5.33;30;1.67;128;7.11;60;3.33;2;0.11;1;0.06;4;0.22;11;0.61;3;0.17
531;Annie Le Houerou;Le Houerou;Annie;F;1960-03-31;22;Parti socialiste;Fonctionnaire de catégorie A;481;2;47;149;3.17;267;5.68;237;5.04;289;6.15;139;2.96;246;5.23;1890;40.21;698;14.85;9;0.19;0;0;69;1.47;101;2.15;13;0.28
333;Annick Le Loch;Le Loch;Annick;F;1954-11-04;29;Parti socialiste;Commerçante;365;1;47;173;3.68;473;10.06;348;7.4;160;3.4;43;0.91;194;4.13;1378;29.32;454;9.66;12;0.26;0;0;92;1.96;134;2.85;10;0.21
266;Bruno Le Maire;Le Maire;Bruno;H;1969-04-15;27;Les Républicains;Grands corps de l'État;97;2;47;54;1.15;23;0.49;6;0.13;194;4.13;55;1.17;18;0.38;2091;44.49;71;1.51;0;0;4;0.09;80;1.7;81;1.72;10;0.21
156;Dominique Le Mèner;Le Mèner;Dominique;H;1958-11-12;72;Les Républicains;Juriste;8;2;47;126;2.68;144;3.06;12;0.26;61;1.3;130;2.77;3;0.06;4191;89.17;102;2.17;0;0;2;0.04;187;3.98;215;4.57;8;0.17
534;Philippe Le Ray;Le Ray;Philippe;H;1968-06-16;56;Les Républicains;Agriculteur-propriétaire exploitant;149;2;47;166;3.53;284;6.04;182;3.87;202;4.3;565;12.02;74;1.57;3883;82.62;131;2.79;4;0.09;3;0.06;189;4.02;2092;44.51;15;0.32
404;Jean-Pierre Le Roch;Le Roch;Jean-Pierre;H;1946-03-18;56;Parti socialiste;Retraité de l'enseignement;642;2;47;157;3.34;308;6.55;207;4.4;63;1.34;30;0.64;144;3.06;1415;30.11;390;8.3;3;0.06;0;0;85;1.81;133;2.83;8;0.17
631;Marie-Thérèse Le Roy;Le Roy;Marie-Thérèse;F;1953-05-07;29;Parti socialiste;Retraitée du secteur privé;630;2;11;34;3.09;53;4.82;2;0.18;4;0.36;2;0.18;0;0;117;10.64;59;5.36;0;0;0;0;17;1.55;42;3.82;1;0.09
629;Marie Le Vern;Le Vern;Marie;F;1983-01-11;76;Parti socialiste;Chargée de mission;460;2;16;44;2.75;61;3.81;62;3.88;37;2.31;15;0.94;100;6.25;303;18.94;125;7.81;1;0.06;0;0;32;2;39;2.44;4;0.25
584;Pierre Léautey;Léautey;Pierre;H;1946-12-12;76;Parti socialiste;Consultant en gestion;479;2;19;63;3.32;97;5.11;60;3.16;29;1.53;18;0.95;44;2.32;193;10.16;84;4.42;2;0.11;0;0;10;0.53;23;1.21;3;0.16
426;Alain Leboeuf;Leboeuf;Alain;H;1964-02-02;85;Les Républicains;Cadre supérieur du secteur privé;59;2;47;124;2.64;215;4.57;100;2.13;122;2.6;72;1.53;330;7.02;3357;71.43;129;2.74;0;0;1;0.02;128;2.72;179;3.81;7;0.15
294;Marylise Lebranchu;Lebranchu;Marylise;F;1947-04-25;29;Parti socialiste;Cadre du secteur privé;464;2;12;35;2.92;53;4.42;25;2.08;20;1.67;30;2.5;5;0.42;38;3.17;5;0.42;1;0.08;0;0;17;1.42;2;0.17;0;0
308;Patrick Lebreton;Lebreton;Patrick;H;1963-09-06;974;Non rattaché;Cadre territorial;313;2;47;49;1.04;131;2.79;99;2.11;19;0.4;9;0.19;2;0.04;182;3.87;97;2.06;4;0.09;0;0;36;0.77;1;0.02;0;0
638;Vincent Ledoux;Ledoux;Vincent;H;1966-06-21;59;Les Républicains;Enseignant;38;2;11;27;2.45;27;2.45;16;1.45;28;2.55;3;0.27;17;1.55;816;74.18;32;2.91;1;0.09;0;0;49;4.45;28;2.55;10;0.91
103;Michel Lefait;Lefait;Michel;H;1946-05-20;62;Parti socialiste;Professeur de collège;513;2;47;124;2.64;191;4.06;38;0.81;43;0.91;38;0.81;13;0.28;330;7.02;59;1.26;1;0.02;0;0;71;1.51;366;7.79;8;0.17
517;Dominique Lefebvre;Lefebvre;Dominique;H;1956-05-07;95;Parti socialiste;Conseiller maître à la Cour des Comptes;338;2;47;167;3.55;441;9.38;842;17.91;918;19.53;314;6.68;100;2.13;413;8.79;239;5.09;10;0.21;2;0.04;70;1.49;3;0.06;11;0.23
